model_dir,model_name,n_subtasks,bbh_macro,bbh_weighted,bbh_group,date
JayHyeon_Qwen2.5-0.5B-SFT-2e-5-5ep-MDPO_7e-7_3ep_0alp_0lam_2ep,JayHyeon/Qwen2.5-0.5B-SFT-2e-5-5ep-MDPO_7e-7_3ep_0alp_0lam_2ep,24,32.1841,31.8868,31.8868,2024-12-31 02:05:10.503017426
JayHyeon_Qwen2.5-0.5B-SFT-5e-5,JayHyeon/Qwen2.5-0.5B-SFT-5e-5,24,31.0938,30.8974,30.8974,2024-12-28 08:36:12.636602640
JayHyeon_Qwen2.5-0.5B-SFT-5e-5-2ep,JayHyeon/Qwen2.5-0.5B-SFT-5e-5-2ep,24,31.7988,31.6091,31.6091,2024-12-30 00:07:11.145355463
JayHyeon_Qwen2.5-0.5B-SFT-5e-5-3ep,JayHyeon/Qwen2.5-0.5B-SFT-5e-5-3ep,24,32.9748,32.7721,32.7721,2024-12-29 14:37:17.911984921
JayHyeon_Qwen2.5-0.5B-SFT-5e-5-5ep,JayHyeon/Qwen2.5-0.5B-SFT-5e-5-5ep,24,32.7598,32.5291,32.5291,2024-12-30 07:08:15.405327320
JayHyeon_Qwen2.5-0.5B-SFT-7e-5,JayHyeon/Qwen2.5-0.5B-SFT-7e-5,24,31.5818,31.4008,31.4008,2024-12-28 08:47:20.546547651
JayHyeon_Qwen2.5-0.5B-SFT-7e-5-2ep,JayHyeon/Qwen2.5-0.5B-SFT-7e-5-2ep,24,31.0041,30.8801,30.8801,2024-12-30 00:07:11.145276308
JayHyeon_Qwen2.5-0.5B-SFT-7e-5-3ep,JayHyeon/Qwen2.5-0.5B-SFT-7e-5-3ep,24,31.9931,31.7306,31.7306,2024-12-29 14:37:17.843970299
JayHyeon_Qwen2.5-0.5B-SFT-7e-5-5ep,JayHyeon/Qwen2.5-0.5B-SFT-7e-5-5ep,24,32.003,31.8521,31.8521,2024-12-30 07:11:22.653843880
JayHyeon_Qwen2.5-0.5B-SFT-DPO-1epoch_v1,JayHyeon/Qwen2.5-0.5B-SFT-DPO-1epoch_v1,24,32.6814,32.4423,32.4423,2024-12-28 02:43:19.075557470
JayHyeon_Qwen2.5-0.5B-SFT-MDPO-1epoch_v1,JayHyeon/Qwen2.5-0.5B-SFT-MDPO-1epoch_v1,24,32.9258,32.7027,32.7027,2024-12-27 05:57:41.218036890
JayHyeon_Qwen_0.5-cDPO_5e-7-3ep_0vpo_const_0.1,JayHyeon/Qwen_0.5-cDPO_5e-7-3ep_0vpo_const_0.1,24,32.4419,32.2687,32.2687,2025-02-24 22:13:33.675048590
JayHyeon_Qwen_0.5-cDPO_5e-7-3ep_0vpo_const_0.3,JayHyeon/Qwen_0.5-cDPO_5e-7-3ep_0vpo_const_0.3,24,32.0906,31.9215,31.9215,2025-02-18 17:22:23.259174824
JayHyeon_Qwen_0.5-DPO_1e-6-3ep_0alp_0lam,JayHyeon/Qwen_0.5-DPO_1e-6-3ep_0alp_0lam,24,32.585,32.3381,32.3381,2025-01-13 15:21:17.607867956
JayHyeon_Qwen_0.5-DPO_1e-7-3ep_0alp_0lam,JayHyeon/Qwen_0.5-DPO_1e-7-3ep_0alp_0lam,24,32.2513,32.043,32.043,2025-01-13 18:15:45.806135178
JayHyeon_Qwen_0.5-DPO_3e-6-1ep_0alp_0lam,JayHyeon/Qwen_0.5-DPO_3e-6-1ep_0alp_0lam,24,31.3223,31.1751,31.1751,2025-01-09 03:21:35.669884205
JayHyeon_Qwen_0.5-DPO_3e-6-2ep_0alp_0lam,JayHyeon/Qwen_0.5-DPO_3e-6-2ep_0alp_0lam,24,32.76,32.5117,32.5117,2025-01-09 03:15:31.840119362
JayHyeon_Qwen_0.5-DPO_3e-6-3ep_0alp_0lam,JayHyeon/Qwen_0.5-DPO_3e-6-3ep_0alp_0lam,24,32.6741,32.4423,32.4423,2025-01-07 23:18:12.831146479
JayHyeon_Qwen_0.5-DPO_3e-7-1ep_0alp_0lam,JayHyeon/Qwen_0.5-DPO_3e-7-1ep_0alp_0lam,24,32.2926,32.1125,32.1125,2025-01-15 08:51:22.219907999
JayHyeon_Qwen_0.5-DPO_3e-7-2ep_0alp_0lam,JayHyeon/Qwen_0.5-DPO_3e-7-2ep_0alp_0lam,24,32.5574,32.3555,32.3555,2025-01-15 08:51:23.813572407
JayHyeon_Qwen_0.5-DPO_3e-7-3ep_0alp_0lam,JayHyeon/Qwen_0.5-DPO_3e-7-3ep_0alp_0lam,24,32.5839,32.3902,32.3902,2025-01-15 08:51:21.849368811
JayHyeon_Qwen_0.5-DPO_5e-7-1ep_0alp_0lam,JayHyeon/Qwen_0.5-DPO_5e-7-1ep_0alp_0lam,24,32.1827,32.0257,32.0257,2025-01-25 11:11:33.585149288
JayHyeon_Qwen_0.5-DPO_5e-7-2ep_0alp_0lam,JayHyeon/Qwen_0.5-DPO_5e-7-2ep_0alp_0lam,24,32.9919,32.8415,32.8415,2025-01-09 02:19:01.715373516
JayHyeon_Qwen_0.5-DPO_5e-7-3ep_0alp_0lam,JayHyeon/Qwen_0.5-DPO_5e-7-3ep_0alp_0lam,24,32.7121,32.5291,32.5291,2025-01-08 03:15:58.353064775
JayHyeon_Qwen_0.5-DPOP_1e-6-3ep_0alp_5lam,JayHyeon/Qwen_0.5-DPOP_1e-6-3ep_0alp_5lam,24,31.4043,31.2619,31.2619,2025-01-14 02:17:13.345831156
JayHyeon_Qwen_0.5-DPOP_1e-7-3ep_0alp_5lam,JayHyeon/Qwen_0.5-DPOP_1e-7-3ep_0alp_5lam,24,31.8858,31.748,31.748,2025-01-13 19:15:13.044237137
JayHyeon_Qwen_0.5-DPOP_3e-6-1ep_0alp_5lam,JayHyeon/Qwen_0.5-DPOP_3e-6-1ep_0alp_5lam,24,32.6081,32.4596,32.4596,2025-01-09 03:39:50.404748201
JayHyeon_Qwen_0.5-DPOP_3e-6-2ep_0alp_5lam,JayHyeon/Qwen_0.5-DPOP_3e-6-2ep_0alp_5lam,24,32.1847,32.0257,32.0257,2025-01-09 03:31:44.275725842
JayHyeon_Qwen_0.5-DPOP_3e-6-3ep_0alp_5lam,JayHyeon/Qwen_0.5-DPOP_3e-6-3ep_0alp_5lam,24,32.2443,32.043,32.043,2025-01-09 03:38:49.499156237
JayHyeon_Qwen_0.5-DPOP_3e-7-1ep_0alp_5lam,JayHyeon/Qwen_0.5-DPOP_3e-7-1ep_0alp_5lam,24,31.8143,31.6612,31.6612,2025-01-15 05:10:49.397848368
JayHyeon_Qwen_0.5-DPOP_3e-7-2ep_0alp_5lam,JayHyeon/Qwen_0.5-DPOP_3e-7-2ep_0alp_5lam,24,31.9406,31.7306,31.7306,2025-01-15 05:02:31.148552656
JayHyeon_Qwen_0.5-DPOP_3e-7-3ep_0alp_5lam,JayHyeon/Qwen_0.5-DPOP_3e-7-3ep_0alp_5lam,24,31.5307,31.3487,31.3487,2025-01-15 08:51:23.701751709
JayHyeon_Qwen_0.5-DPOP_5e-7-1ep_0alp_5lam,JayHyeon/Qwen_0.5-DPOP_5e-7-1ep_0alp_5lam,24,31.6834,31.5223,31.5223,2025-01-09 02:51:14.593868732
JayHyeon_Qwen_0.5-DPOP_5e-7-2ep_0alp_5lam,JayHyeon/Qwen_0.5-DPOP_5e-7-2ep_0alp_5lam,24,32.1057,31.9042,31.9042,2025-01-09 02:42:08.609298468
JayHyeon_Qwen_0.5-DPOP_5e-7-3ep_0alp_5lam,JayHyeon/Qwen_0.5-DPOP_5e-7-3ep_0alp_5lam,24,32.031,31.8868,31.8868,2025-01-09 02:37:06.848431349
JayHyeon_Qwen_0.5-IPO_5e-7-1ep_0alp_0lam,JayHyeon/Qwen_0.5-IPO_5e-7-1ep_0alp_0lam,24,32.7909,32.6506,32.6506,2025-01-26 03:56:22.224798441
JayHyeon_Qwen_0.5-IPO_5e-7-3ep_0alp_0lam,JayHyeon/Qwen_0.5-IPO_5e-7-3ep_0alp_0lam,24,32.6384,32.5638,32.5638,2025-01-26 04:19:44.656501532
JayHyeon_Qwen_0.5-IRPO_1e-6-3ep_1alp_0lam,JayHyeon/Qwen_0.5-IRPO_1e-6-3ep_1alp_0lam,24,32.4235,32.2166,32.2166,2025-01-14 00:46:43.234845877
JayHyeon_Qwen_0.5-IRPO_1e-7-3ep_1alp_0lam,JayHyeon/Qwen_0.5-IRPO_1e-7-3ep_1alp_0lam,24,31.9805,31.7827,31.7827,2025-01-13 15:13:07.250117778
JayHyeon_Qwen_0.5-IRPO_3e-6-1ep_1alp_0lam,JayHyeon/Qwen_0.5-IRPO_3e-6-1ep_1alp_0lam,24,32.5473,32.4076,32.4076,2025-01-09 03:55:09.210853577
JayHyeon_Qwen_0.5-IRPO_3e-6-2ep_1alp_0lam,JayHyeon/Qwen_0.5-IRPO_3e-6-2ep_1alp_0lam,24,33.1423,32.9804,32.9804,2025-01-09 03:45:55.456917524
JayHyeon_Qwen_0.5-IRPO_3e-6-3ep_1alp_0lam,JayHyeon/Qwen_0.5-IRPO_3e-6-3ep_1alp_0lam,24,33.6152,33.4664,33.4664,2025-01-09 03:40:51.251138209
JayHyeon_Qwen_0.5-IRPO_3e-7-1ep_1alp_0lam,JayHyeon/Qwen_0.5-IRPO_3e-7-1ep_1alp_0lam,24,32.3112,32.1993,32.1993,2025-01-15 08:51:22.126813173
JayHyeon_Qwen_0.5-IRPO_3e-7-3ep_1alp_0lam,JayHyeon/Qwen_0.5-IRPO_3e-7-3ep_1alp_0lam,24,32.5744,32.3555,32.3555,2025-01-15 08:51:26.154654026
JayHyeon_Qwen_0.5-IRPO_5e-7-1ep_1alp_0lam,JayHyeon/Qwen_0.5-IRPO_5e-7-1ep_1alp_0lam,24,32.1358,31.9736,31.9736,2025-01-09 03:14:30.371090174
JayHyeon_Qwen_0.5-IRPO_5e-7-2ep_1alp_0lam,JayHyeon/Qwen_0.5-IRPO_5e-7-2ep_1alp_0lam,24,32.6605,32.477,32.477,2025-01-09 03:07:28.150144339
JayHyeon_Qwen_0.5-IRPO_5e-7-3ep_1alp_0lam,JayHyeon/Qwen_0.5-IRPO_5e-7-3ep_1alp_0lam,24,32.4589,32.2687,32.2687,2025-01-09 03:05:27.985704899
JayHyeon_Qwen_0.5-MDPO_0.1_3e-6-3ep_0alp_0lam,JayHyeon/Qwen_0.5-MDPO_0.1_3e-6-3ep_0alp_0lam,24,32.6145,32.4249,32.4249,2025-01-13 17:25:19.114320278
JayHyeon_Qwen_0.5-MDPO_0.1_5e-7-3ep_0alp_0lam,JayHyeon/Qwen_0.5-MDPO_0.1_5e-7-3ep_0alp_0lam,24,31.7977,31.6091,31.6091,2025-01-21 06:39:42.489224911
JayHyeon_Qwen_0.5-MDPO_0.3_3e-6-3ep_0alp_0lam,JayHyeon/Qwen_0.5-MDPO_0.3_3e-6-3ep_0alp_0lam,24,32.1576,31.9736,31.9736,2025-01-09 04:16:16.237875700
JayHyeon_Qwen_0.5-MDPO_0.3_5e-7-3ep_0alp_0lam,JayHyeon/Qwen_0.5-MDPO_0.3_5e-7-3ep_0alp_0lam,24,31.7759,31.5917,31.5917,2025-01-09 04:12:02.908302069
JayHyeon_Qwen_0.5-MDPO_0.5_1e-5-3ep_0alp_0lam,JayHyeon/Qwen_0.5-MDPO_0.5_1e-5-3ep_0alp_0lam,24,32.3355,32.1819,32.1819,2025-01-13 18:15:47.258871794
JayHyeon_Qwen_0.5-MDPO_0.5_3e-7-1ep_0alp_0lam,JayHyeon/Qwen_0.5-MDPO_0.5_3e-7-1ep_0alp_0lam,24,31.755,31.5917,31.5917,2025-01-15 08:51:21.851012468
JayHyeon_Qwen_0.5-MDPO_0.5_3e-7-2ep_0alp_0lam,JayHyeon/Qwen_0.5-MDPO_0.5_3e-7-2ep_0alp_0lam,24,31.9662,31.8,31.8,2025-01-15 05:35:34.033279418
JayHyeon_Qwen_0.5-MDPO_0.5_3e-7-3ep_0alp_0lam,JayHyeon/Qwen_0.5-MDPO_0.5_3e-7-3ep_0alp_0lam,24,31.9755,31.8174,31.8174,2025-01-15 08:51:22.322841406
JayHyeon_Qwen_0.5-MDPO_0.5_4e-6-3ep_0alp_0lam,JayHyeon/Qwen_0.5-MDPO_0.5_4e-6-3ep_0alp_0lam,24,32.4823,32.3034,32.3034,2025-01-14 00:50:35.765453339
JayHyeon_Qwen_0.5-MDPO_0.5_6e-6-3ep_0alp_0lam,JayHyeon/Qwen_0.5-MDPO_0.5_6e-6-3ep_0alp_0lam,24,32.6545,32.5117,32.5117,2025-01-13 15:11:54.344758511
JayHyeon_Qwen_0.5-MDPO_0.5_7e-6-3ep_0alp_0lam,JayHyeon/Qwen_0.5-MDPO_0.5_7e-6-3ep_0alp_0lam,24,32.7274,32.6506,32.6506,2025-01-13 17:22:21.536753416
JayHyeon_Qwen_0.5-MDPO_0.5_7e-7-3ep_0alp_0lam,JayHyeon/Qwen_0.5-MDPO_0.5_7e-7-3ep_0alp_0lam,24,31.2969,31.0536,31.0536,2025-01-14 01:17:51.910542965
JayHyeon_Qwen_0.5-MDPO_0.7_3e-6-3ep_0alp_0lam,JayHyeon/Qwen_0.5-MDPO_0.7_3e-6-3ep_0alp_0lam,24,32.2096,32.0083,32.0083,2025-01-09 04:21:34.173328161
JayHyeon_Qwen_0.5-MDPO_0.7_5e-7-3ep_0alp_0lam,JayHyeon/Qwen_0.5-MDPO_0.7_5e-7-3ep_0alp_0lam,24,31.8009,31.6091,31.6091,2025-01-21 06:49:32.705180407
JayHyeon_Qwen_0.5-MDPO_0.9_5e-7-3ep_0alp_0lam,JayHyeon/Qwen_0.5-MDPO_0.9_5e-7-3ep_0alp_0lam,24,31.9466,31.748,31.748,2025-01-13 17:19:14.735721111
JayHyeon_Qwen_0.5-rDPO_3e-6-1ep_0vpo_const_0.1,JayHyeon/Qwen_0.5-rDPO_3e-6-1ep_0vpo_const_0.1,24,32.7797,32.5811,32.5811,2025-02-27 10:08:03.274664879
JayHyeon_Qwen_0.5-rDPO_5e-7-3ep_0vpo_const_0.3,JayHyeon/Qwen_0.5-rDPO_5e-7-3ep_0vpo_const_0.3,24,32.451,32.3034,32.3034,2025-02-18 17:34:10.091902971
JayHyeon_Qwen_0.5-VDPO_5e-7-1ep_0alp_0lam,JayHyeon/Qwen_0.5-VDPO_5e-7-1ep_0alp_0lam,24,32.1802,32.0083,32.0083,2025-01-25 09:02:22.554930687
JayHyeon_Qwen_0.5-VDPO_5e-7-1ep_10vpo_const,JayHyeon/Qwen_0.5-VDPO_5e-7-1ep_10vpo_const,24,32.3433,32.1993,32.1993,2025-02-25 00:05:45.735716581
JayHyeon_Qwen_0.5-VDPO_5e-7-1ep_3vpo_const,JayHyeon/Qwen_0.5-VDPO_5e-7-1ep_3vpo_const,24,32.2699,32.1125,32.1125,2025-02-25 00:05:17.593136549
JayHyeon_Qwen_0.5-VDPO_5e-7-3ep_0alp_0lam,JayHyeon/Qwen_0.5-VDPO_5e-7-3ep_0alp_0lam,24,32.5506,32.3902,32.3902,2025-01-26 01:12:13.976359367
JayHyeon_Qwen_0.5-VIPO_5e-7-1ep_0alp_0lam,JayHyeon/Qwen_0.5-VIPO_5e-7-1ep_0alp_0lam,24,33.1374,32.9283,32.9283,2025-01-25 13:32:23.578459740
JayHyeon_Qwen_0.5-VIPO_5e-7-1ep_30vpo_const,JayHyeon/Qwen_0.5-VIPO_5e-7-1ep_30vpo_const,24,32.8199,32.6679,32.6679,2025-02-25 02:49:02.508893489
JayHyeon_Qwen_0.5-VIPO_5e-7-1ep_3vpo_const,JayHyeon/Qwen_0.5-VIPO_5e-7-1ep_3vpo_const,24,32.9802,32.8068,32.8068,2025-02-24 17:11:11.180054188
JayHyeon_Qwen_0.5-VIPO_5e-7-3ep_0alp_0lam,JayHyeon/Qwen_0.5-VIPO_5e-7-3ep_0alp_0lam,24,32.1955,31.991,31.991,2025-01-26 01:18:24.924566031
jebish7_gemma-2-9b-it,jebish7/gemma-2-9b-it,24,59.4921,59.33,59.33,2025-02-06 18:44:53.545630932
jebish7_Llama-3-Nanda-10B-Chat,jebish7/Llama-3-Nanda-10B-Chat,24,49.5861,49.3838,49.3838,2025-02-18 15:36:13.139200211
jebish7_Llama-3.1-8B-Instruct,jebish7/Llama-3.1-8B-Instruct,24,50.8839,50.8419,50.8419,2025-02-06 11:48:35.215957642
jeffmeloy_Qwen2.5-7B-minperplexity-2,jeffmeloy/Qwen2.5-7B-minperplexity-2,24,55.2391,54.9384,54.9384,2024-12-03 19:30:41.708263159
jeffmeloy_Qwen2.5-7B-nerd-uncensored-v0.9,jeffmeloy/Qwen2.5-7B-nerd-uncensored-v0.9,24,54.697,54.5565,54.5565,2024-11-13 03:26:18.343537331
jeffmeloy_Qwen2.5-7B-nerd-uncensored-v1.0,jeffmeloy/Qwen2.5-7B-nerd-uncensored-v1.0,24,54.1763,53.9316,53.9316,2024-11-14 12:26:10.947497368
jeffmeloy_Qwen2.5-7B-nerd-uncensored-v1.1,jeffmeloy/Qwen2.5-7B-nerd-uncensored-v1.1,24,48.6402,48.3944,48.3944,2024-11-10 05:21:19.695267916
jeffmeloy_Qwen2.5-7B-nerd-uncensored-v1.2,jeffmeloy/Qwen2.5-7B-nerd-uncensored-v1.2,24,49.4593,49.1234,49.1234,2024-11-10 05:24:17.794028759
jeffmeloy_Qwen2.5-7B-nerd-uncensored-v1.3,jeffmeloy/Qwen2.5-7B-nerd-uncensored-v1.3,24,50.2606,49.974,49.974,2024-11-10 05:28:19.756769180
jeffmeloy_Qwen2.5-7B-nerd-uncensored-v1.5,jeffmeloy/Qwen2.5-7B-nerd-uncensored-v1.5,24,55.226,54.9905,54.9905,2024-11-20 01:12:49.722066879
jeffmeloy_Qwen2.5-7B-olm-v1.2,jeffmeloy/Qwen2.5-7B-olm-v1.2,24,55.3334,55.0946,55.0946,2025-01-01 22:19:42.888256788
jeffmeloy_Qwen2.5-7B-olm-v1.3,jeffmeloy/Qwen2.5-7B-olm-v1.3,24,55.3185,55.0599,55.0599,2025-01-18 04:16:45.905020237
jeffmeloy_Qwen2.5-7B-olm-v1.5,jeffmeloy/Qwen2.5-7B-olm-v1.5,24,55.4394,55.2508,55.2508,2025-02-27 09:03:21.023629904
jiangxinyang-shanda_Homer-LLama3-8B,jiangxinyang-shanda/Homer-LLama3-8B,24,51.7324,51.4494,51.4494,2024-11-10 09:30:45.228873253
Jimmy19991222_llama-3-8b-instruct-gapo-v2-bert-f1-beta10-gamma0.3-lr1.0e-6-1minus-rerun,Jimmy19991222/llama-3-8b-instruct-gapo-v2-bert-f1-beta10-gamma0.3-lr1.0e-6-1minus-rerun,24,48.798,48.6374,48.6374,2024-09-18 14:54:12.556083918
Jimmy19991222_llama-3-8b-instruct-gapo-v2-bert_f1-beta10-gamma0.3-lr1.0e-6-scale-log,Jimmy19991222/llama-3-8b-instruct-gapo-v2-bert_f1-beta10-gamma0.3-lr1.0e-6-scale-log,24,49.3458,49.2449,49.2449,2024-09-23 10:36:55.341452599
Jimmy19991222_llama-3-8b-instruct-gapo-v2-bert_p-beta10-gamma0.3-lr1.0e-6-scale-log,Jimmy19991222/llama-3-8b-instruct-gapo-v2-bert_p-beta10-gamma0.3-lr1.0e-6-scale-log,24,49.1641,49.0193,49.0193,2024-09-23 10:37:23.658661604
Jimmy19991222_llama-3-8b-instruct-gapo-v2-bleu-beta0.1-no-length-scale-gamma0.4,Jimmy19991222/llama-3-8b-instruct-gapo-v2-bleu-beta0.1-no-length-scale-gamma0.4,24,49.8609,49.6615,49.6615,2024-09-09 07:01:44.991230726
Jimmy19991222_llama-3-8b-instruct-gapo-v2-rouge2-beta10-1minus-gamma0.3-rerun,Jimmy19991222/llama-3-8b-instruct-gapo-v2-rouge2-beta10-1minus-gamma0.3-rerun,24,49.4046,49.3144,49.3144,2024-09-18 16:18:33.910733938
Jimmy19991222_llama-3-8b-instruct-gapo-v2-rouge2-beta10-gamma0.3-lr1.0e-6-scale-log,Jimmy19991222/llama-3-8b-instruct-gapo-v2-rouge2-beta10-gamma0.3-lr1.0e-6-scale-log,24,49.1601,49.0713,49.0713,2024-09-23 10:37:04.919262409
Jimmy19991222_llama-3-8b-instruct-gapo-v2-rougeL-beta10-gamma0.3-lr1.0e-6-scale-log,Jimmy19991222/llama-3-8b-instruct-gapo-v2-rougeL-beta10-gamma0.3-lr1.0e-6-scale-log,24,49.5249,49.3838,49.3838,2024-09-23 10:38:12.924607038
Jimmy19991222_Llama-3-Instruct-8B-SimPO-v0.2,Jimmy19991222/Llama-3-Instruct-8B-SimPO-v0.2,24,49.8371,49.6962,49.6962,2024-09-08 12:06:15.150072813
jlzhou_Qwen2.5-3B-Infinity-Instruct-0625,jlzhou/Qwen2.5-3B-Infinity-Instruct-0625,24,47.7377,47.6306,47.6306,2025-02-07 15:49:01.369102955
johnsutor_Llama-3-8B-Instruct_breadcrumbs-density-0.1-gamma-0.01,johnsutor/Llama-3-8B-Instruct_breadcrumbs-density-0.1-gamma-0.01,24,50.3552,50.1302,50.1302,2024-07-22 10:26:17.666249990
johnsutor_Llama-3-8B-Instruct_breadcrumbs-density-0.1-gamma-0.1,johnsutor/Llama-3-8B-Instruct_breadcrumbs-density-0.1-gamma-0.1,24,50.1885,49.9913,49.9913,2024-07-25 21:54:55.457670450
johnsutor_Llama-3-8B-Instruct_breadcrumbs-density-0.5-gamma-0.01,johnsutor/Llama-3-8B-Instruct_breadcrumbs-density-0.5-gamma-0.01,24,48.8358,48.5853,48.5853,2024-07-18 11:46:43.923999786
johnsutor_Llama-3-8B-Instruct_breadcrumbs-density-0.5-gamma-0.1,johnsutor/Llama-3-8B-Instruct_breadcrumbs-density-0.5-gamma-0.1,24,51.4004,51.189,51.189,2024-07-25 17:12:43.032639503
johnsutor_Llama-3-8B-Instruct_breadcrumbs-density-0.7-gamma-0.01,johnsutor/Llama-3-8B-Instruct_breadcrumbs-density-0.7-gamma-0.01,24,48.5433,48.3076,48.3076,2024-07-22 10:34:53.907495737
johnsutor_Llama-3-8B-Instruct_breadcrumbs-density-0.7-gamma-0.1,johnsutor/Llama-3-8B-Instruct_breadcrumbs-density-0.7-gamma-0.1,24,51.571,51.3279,51.3279,2024-07-22 10:16:15.619655371
johnsutor_Llama-3-8B-Instruct_breadcrumbs_ties-density-0.1-gamma-0.01,johnsutor/Llama-3-8B-Instruct_breadcrumbs_ties-density-0.1-gamma-0.01,24,50.4094,50.1823,50.1823,2024-07-22 10:12:57.033169508
johnsutor_Llama-3-8B-Instruct_breadcrumbs_ties-density-0.5-gamma-0.01,johnsutor/Llama-3-8B-Instruct_breadcrumbs_ties-density-0.5-gamma-0.01,24,49.8383,49.54,49.54,2024-07-26 05:01:23.456915855
johnsutor_Llama-3-8B-Instruct_breadcrumbs_ties-density-0.5-gamma-0.1,johnsutor/Llama-3-8B-Instruct_breadcrumbs_ties-density-0.5-gamma-0.1,24,51.3666,51.1543,51.1543,2024-07-25 16:52:01.562890768
johnsutor_Llama-3-8B-Instruct_breadcrumbs_ties-density-0.7-gamma-0.01,johnsutor/Llama-3-8B-Instruct_breadcrumbs_ties-density-0.7-gamma-0.01,24,49.6734,49.3664,49.3664,2024-07-25 21:15:03.029714346
johnsutor_Llama-3-8B-Instruct_breadcrumbs_ties-density-0.9-gamma-0.01,johnsutor/Llama-3-8B-Instruct_breadcrumbs_ties-density-0.9-gamma-0.01,24,49.183,48.8804,48.8804,2024-07-25 20:34:42.108930588
johnsutor_Llama-3-8B-Instruct_breadcrumbs_ties-density-0.9-gamma-0.1,johnsutor/Llama-3-8B-Instruct_breadcrumbs_ties-density-0.9-gamma-0.1,24,51.3861,51.2064,51.2064,2024-07-22 10:40:49.572803259
johnsutor_Llama-3-8B-Instruct_linear,johnsutor/Llama-3-8B-Instruct_linear,24,50.315,50.1996,50.1996,2024-07-26 05:17:01.034713268
johnsutor_Llama-3-8B-Instruct_ties-density-0.1,johnsutor/Llama-3-8B-Instruct_ties-density-0.1,24,50.2145,49.9913,49.9913,2024-07-26 03:32:28.876781940
johnsutor_Llama-3-8B-Instruct_ties-density-0.7,johnsutor/Llama-3-8B-Instruct_ties-density-0.7,24,47.3819,47.0925,47.0925,2024-07-26 03:06:15.038662195
Joseph717171_Hermes-3-Llama-3.1-8B_TIES_with_Base_Embeds_Initialized_to_Special_Instruct_Toks_dtypeF32,Joseph717171/Hermes-3-Llama-3.1-8B_TIES_with_Base_Embeds_Initialized_to_Special_Instruct_Toks_dtypeF32,24,51.7745,51.6403,51.6403,2024-10-29 04:59:57.731185436
Joseph717171_Llama-3.1-SuperNova-8B-Lite_TIES_with_Base,Joseph717171/Llama-3.1-SuperNova-8B-Lite_TIES_with_Base,24,51.4742,51.1022,51.1022,2024-10-03 03:05:38.032412767
Josephgflowers_Cinder-Phi-2-V1-F16-gguf,Josephgflowers/Cinder-Phi-2-V1-F16-gguf,24,43.9662,43.725,43.725,2024-07-23 12:17:46.811112881
Josephgflowers_Differential-Attention-Liquid-Metal-Tinyllama,Josephgflowers/Differential-Attention-Liquid-Metal-Tinyllama,24,29.2556,28.9186,28.9186,2024-11-07 13:19:08.261415004
Josephgflowers_TinyLlama-Cinder-Agent-v1,Josephgflowers/TinyLlama-Cinder-Agent-v1,24,31.1604,30.9321,30.9321,2024-07-18 10:51:20.125724076
Josephgflowers_Tinyllama-STEM-Cinder-Agent-v1,Josephgflowers/Tinyllama-STEM-Cinder-Agent-v1,24,30.8438,30.4982,30.4982,2024-11-27 19:01:16.684677839
Josephgflowers_TinyLlama-v1.1-Cinders-World,Josephgflowers/TinyLlama-v1.1-Cinders-World,24,29.9797,29.6476,29.6476,2024-10-15 04:23:48.483257771
Josephgflowers_TinyLlama_v1.1_math_code-world-test-1,Josephgflowers/TinyLlama_v1.1_math_code-world-test-1,24,31.4635,31.2099,31.2099,2024-09-14 01:45:40.134803534
JungZoona_T3Q-Qwen2.5-14B-Instruct-1M-e3,JungZoona/T3Q-Qwen2.5-14B-Instruct-1M-e3,24,75.8597,75.7681,75.7681,2025-03-13 10:23:55.402059555
JungZoona_T3Q-qwen2.5-14b-v1.0-e3,JungZoona/T3Q-qwen2.5-14b-v1.0-e3,24,75.8597,75.7681,75.7681,2025-03-13 17:52:11.480945826
Junhoee_Qwen-Megumin,Junhoee/Qwen-Megumin,24,52.8527,52.595,52.595,2024-11-26 08:56:24.907262325
kayfour_T3Q-Qwen2.5-7B-it-KOR-Safe,kayfour/T3Q-Qwen2.5-7B-it-KOR-Safe,24,55.4994,55.2682,55.2682,2025-02-24 22:45:44.648023605
keeeeenw_MicroLlama,keeeeenw/MicroLlama,24,30.0731,29.8386,29.8386,2024-09-16 04:05:13.707724810
kevin009_llamaRAGdrama,kevin009/llamaRAGdrama,24,40.0739,39.8021,39.8021,2024-08-13 01:16:13.211318970
Khetterman_DarkAtom-12B-v3,Khetterman/DarkAtom-12B-v3,24,51.5371,51.2064,51.2064,2024-12-10 21:27:12.169825792
Khetterman_Kosmos-8B-v1,Khetterman/Kosmos-8B-v1,24,52.3352,52.1611,52.1611,2024-12-27 11:43:59.718677521
khoantap_llama-3-8b-stock-merge,khoantap/llama-3-8b-stock-merge,24,51.6226,51.5535,51.5535,2025-01-21 20:13:09.689759970
khoantap_llama-linear-0.5-0.5-1-merge,khoantap/llama-linear-0.5-0.5-1-merge,24,56.4301,56.4138,56.4138,2025-01-21 15:52:55.528364658
khoantap_llama-linear-0.5-1-0.5-merge,khoantap/llama-linear-0.5-1-0.5-merge,24,59.5077,59.5209,59.5209,2025-01-21 16:25:53.546256781
khoantap_llama-slerp-merge,khoantap/llama-slerp-merge,24,57.8278,57.681,57.681,2025-01-21 16:26:52.727463007
